Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,price fluctuation,velocity,approx market cap,average price,delta vol,delta k,k,unnormalized speculation,normalized speculation
5/20/19,BTCUSD,8200.0,8200.0,7570.31,8118.39,19601.59,154601032.6,629.6899999999996,0.0011226898520735546,17459488,7885.155000000001,0.0,-69.432076366792,-236647.5275031054,75285861.16220027,0.9503746832155633
5/19/19,BTCUSD,7262.4,8315.0,7252.58,8200.0,23922.84,189749462.4,1062.42,0.0013701913824735296,17459488,7783.79,4321.25,22.98593646933902,-236578.0954267386,75263772.38858533,0.9501286322352138
5/18/19,BTCUSD,7363.69,7491.22,7204.42,7262.4,10869.93,79710779.2,286.8000000000002,0.0006225801123148629,17459488,7347.82,-13052.91,-9.526559157640992,-236601.08136320795,75271085.019484,0.9502100889984058
5/17/19,BTCUSD,7878.96,7940.75,6600.0,7363.69,42364.34,306073578.9,1340.75,0.0024264365598807938,17459488,7270.375,31494.409999999996,21.88069637054194,-236591.5548040503,75268054.28758638,0.9501763291089891
5/16/19,BTCUSD,8203.32,8388.0,7660.74,7878.96,28652.1,229351414.5,727.2600000000002,0.0016410618684809084,17459488,8024.37,-13712.239999999998,73.27376675645777,-236613.43550042083,75275015.30292621,0.9502538691607119
5/15/19,BTCUSD,7990.92,8308.16,7831.77,8203.32,24557.41,198263273.8,476.3899999999994,0.0014065366636180855,17459488,8069.965,-4094.6899999999987,-21.751919393449914,-236686.7092671773,75298326.2527133,0.9505135341900146
5/14/19,BTCUSD,7824.93,8350.0,7621.27,7990.92,38350.83,305918292.1,728.7299999999996,0.0021965609759003243,17459488,7985.635,13793.420000000002,-49.20531751940932,-236664.95734778384,75291406.20583706,0.9504364504936698
5/13/19,BTCUSD,6979.76,8190.55,6864.93,7824.93,44448.41,342496832.3,1325.62,0.0025458026031462094,17459488,7527.74,6097.580000000002,55.019687522922275,-236615.75203026444,75275752.27214801,0.9502620783987019
5/12/19,BTCUSD,7219.95,7581.82,6755.0,6979.76,38995.21,278625499.6,826.8199999999997,0.0022334681291914173,17459488,7168.41,-5453.200000000004,131.19080017490163,-236670.77171778737,75293255.96043812,0.9504570552561129
5/11/19,BTCUSD,6343.14,7464.13,6342.98,7219.95,36708.21,253954328.8,1121.1500000000005,0.0021024791792290816,17459488,6903.555,-2287.0,15.582457350362718,-236801.96251796227,75334992.34565176,0.9509219646565659
5/10/19,BTCUSD,6153.09,6430.0,6108.81,6343.14,17453.65,109858987.7,321.1899999999996,0.00099966562593359,17459488,6269.405000000001,-19254.559999999998,132.40017474879855,-236817.54497531263,75339949.67072092,0.9509771852276321
5/9/19,BTCUSD,5948.41,6171.1,5934.49,6153.09,15187.54,91832172.06,236.61000000000058,0.000869873160083503,17459488,6052.795,-2266.1100000000006,95.50852955501155,-236949.94515006142,75382070.80031462,0.9514463803676896
5/8/19,BTCUSD,5748.45,5990.0,5656.26,5948.41,12046.11,70520738.79,333.7399999999998,0.0006899463489421912,17459488,5823.13,-3141.4300000000003,51.14446192632948,-237045.45367961645,75412455.40636462,0.9517848401770233
5/7/19,BTCUSD,5687.9,5966.37,5687.9,5907.47,6179.72,36226649.32,278.47000000000025,0.00035394623255848056,17459488,5827.135,-5866.39,-107.02519449666295,-237096.59814154278,75428726.24975955,0.9519660841445801
5/6/19,BTCUSD,5715.86,5753.66,5564.93,5687.9,8983.11,50845866.17,188.72999999999956,0.0005145116512007684,17459488,5659.295,2803.3900000000003,91.39974106286077,-236989.5729470461,75394677.78950834,0.9515868119780833
5/5/19,BTCUSD,5770.01,5782.22,5627.35,5715.86,5700.46,32582243.47,154.8699999999999,0.00032649640126904063,17459488,5704.785,-3282.6500000000005,-63.06679923235218,-237080.97268810897,75423755.24613139,0.9519107112054865
5/4/19,BTCUSD,5657.4,5846.88,5512.0,5770.01,10457.85,59574202.73,334.8800000000001,0.0005989780456334114,17459488,5679.4400000000005,4757.39,-34.811823565448236,-237017.90588887662,75403691.4899576,0.9516872172731339
5/3/19,BTCUSD,5390.01,5796.93,5363.0,5657.4,19076.57,107785261.5,433.9300000000003,0.0010926190962759045,17459488,5579.965,8618.72,25.222404083557578,-236983.09406531116,75392616.63046761,0.9515638523420498
5/2/19,BTCUSD,5321.15,5422.99,5306.09,5390.01,7181.06,38594320.08,116.89999999999964,0.00041129842982795377,17459488,5364.54,-11895.509999999998,5746.6646236353145,-237008.31646939472,75400640.75999072,0.9516532346214839
5/1/19,BTCUSD,5270.69,5358.39,5265.61,5321.15,7128.85,37828445.34,92.78000000000065,0.00040830807867905407,17459488,5312.0,-52.210000000000036,-4043.5762803234597,-242754.98109303004,77228855.91003095,0.9720180650914154
4/30/19,BTCUSD,5148.25,5285.0,5126.25,5270.69,7203.05,37605608.19,158.75,0.0004125579169331884,17459488,5205.625,74.19999999999982,-3631.9254327563385,-238711.40481270658,75942452.77009024,0.9576885799319126
4/29/19,BTCUSD,5155.0,5189.54,5072.01,5148.25,7285.66,37509346.52,117.52999999999975,0.00041728944170642344,17459488,5130.775,82.60999999999967,126.16887087210841,-235079.47937995024,74787010.1725403,0.9448178887464005
4/28/19,BTCUSD,5170.6,5214.5,5101.0,5155.0,4907.63,25342814.44,113.5,0.0002810867076972704,17459488,5157.75,-2378.0299999999997,464.28980842437534,-235205.64825082236,74827148.90627521,0.945265001608238
4/27/19,BTCUSD,5159.51,5221.24,5117.46,5170.6,4261.41,22026583.22,103.77999999999975,0.00024407416758154648,17459488,5169.35,-646.2200000000003,-30.154470204665778,-235669.93805924672,74974855.74447829,0.9469103357031825
4/26/19,BTCUSD,5134.81,5295.03,5041.14,5159.51,14211.29,73166930.82,253.88999999999942,0.0008139580038085883,17459488,5168.085,9949.880000000001,-117.65414312211546,-235639.78358904205,74965262.55209973,0.9468034753391545
4/25/19,BTCUSD,5441.9,5512.12,4963.0,5134.81,16761.42,88265920.0,549.1199999999999,0.0009600178424476135,17459488,5237.5599999999995,2550.1299999999974,150.4545026025736,-235522.12944591994,74927832.65127757,0.9463865366737394
4/24/19,BTCUSD,5532.75,5624.47,5374.0,5441.9,14767.24,80964479.93,250.47000000000025,0.0008458002892181031,17459488,5499.235000000001,-1994.1799999999985,-107.18769336296143,-235672.58394852252,74975697.49446304,0.9469197121136874
4/23/19,BTCUSD,5387.6,5650.01,5361.01,5532.75,17566.38,97351926.25,289.0,0.001006122287205673,17459488,5505.51,2799.1400000000012,53.56801131230604,-235565.39625515955,74941597.33763503,0.9465398640893528
4/22/19,BTCUSD,5297.64,5440.84,5250.45,5387.6,11965.4,63951509.97,190.39000000000033,0.0006853236475204771,17459488,5345.645,-5600.980000000001,48.18737020970418,-235618.96426647186,74958639.19691387,0.9467296965470364
4/21/19,BTCUSD,5319.89,5349.16,5213.34,5297.64,5739.01,30311973.11,135.8199999999997,0.0003287043697959528,17459488,5281.25,-6226.389999999999,349.74222201499066,-235667.15163668155,74973969.28593552,0.9469004612756888
4/20/19,BTCUSD,5290.37,5359.98,5260.24,5319.89,4881.14,25922272.83,99.73999999999978,0.00027956948107527556,17459488,5310.11,-857.8699999999999,-222.32104034678235,-236016.89385869654,75085234.52773626,0.9481398656129838
4/19/19,BTCUSD,5281.81,5359.47,5196.7,5290.37,6230.69,32806296.21,162.77000000000044,0.0003568655621516507,17459488,5278.085,1349.5499999999993,-151.22572970902354,-235794.57281834976,75014506.42356554,0.9473520120330237
4/18/19,BTCUSD,5227.0,5318.18,5222.26,5281.81,8214.7,43288888.25,95.92000000000007,0.0004705006240732833,17459488,5270.22,1984.0100000000011,366.8965955781642,-235643.34708864073,74966396.22604455,0.9468161035452463
4/17/19,BTCUSD,5202.9,5272.32,5173.11,5227.0,7396.94,38598117.94,99.21000000000004,0.0004236630535786616,17459488,5222.715,-817.7600000000011,-248.4110580306504,-236010.2436842189,75083118.87447882,0.9481162989556786
4/16/19,BTCUSD,5029.99,5229.97,5016.45,5202.9,8604.75,44145827.38,213.52000000000044,0.0004928409126315732,17459488,5123.21,1207.8100000000004,-299.2314197949494,-235761.83262618826,75004090.62253223,0.9472359884773456
4/15/19,BTCUSD,5164.27,5193.01,4945.54,5029.99,9607.43,48834658.83,247.47000000000025,0.0005502698590015928,17459488,5069.275,1002.6800000000003,57.632113653258436,-235462.6012063933,74908894.63479577,0.9461755825663518
4/14/19,BTCUSD,5066.22,5191.19,5013.81,5164.27,4401.42,22464397.43,177.3799999999992,0.00025209330307967795,17459488,5102.5,-5206.01,2557.829156010226,-235520.23332004657,74927229.42727286,0.9463798172487357
4/13/19,BTCUSD,5078.19,5123.28,5036.74,5066.22,4284.12,21783412.82,86.53999999999996,0.0002453748930094628,17459488,5080.01,-117.30000000000018,-53.821987424993935,-238078.0624760568,75740964.40582016,0.955444163359862
4/12/19,BTCUSD,5040.12,5118.56,4901.99,5078.19,9858.67,49603600.11,216.57000000000062,0.0005646597425995539,17459488,5010.275,5574.55,-58.0191674014944,-238024.2404886318,75723841.74785072,0.955253430870453
4/11/19,BTCUSD,5318.58,5342.74,4967.24,5040.12,15029.95,76928285.23,375.5,0.0008608471222065619,17459488,5154.99,5171.280000000001,-301.0660164363768,-237966.2213212303,75705383.82002944,0.9550478245604417
